id;host_id;host_name;neighbourhood_cleansed;property_type;price;availability_365;number_of_reviews;review_scores_rating
1211595610744960000;59888154;Hector;Manacor;Private room in home;66;49;4;5
1211655366168360000;587034257;Ulas;Son Servera;Room in hotel;222;88;0;4,5
1211751300033100000;592286050;Sandra;Palma de Mallorca;Room in aparthotel;425;211;1;5
1211771043192600000;592286050;Sandra;Palma de Mallorca;Room in aparthotel;340;214;6;4,83
1211790476452980000;3867990;Andrea;Palma de Mallorca;Camper/RV;75;353;21;4,95
1211791436013350000;592286050;Sandra;Palma de Mallorca;Room in aparthotel;153;214;0;4,928333333333334
1211805643903890000;592286050;Sandra;Palma de Mallorca;Room in aparthotel;204;214;3;5
1211822839277750000;592286050;Sandra;Palma de Mallorca;Room in aparthotel;136;211;11;4,82
1198432622918740000;587034257;Ulas;Alcúdia;Room in hotel;200;348;0;4,5
1198441337209630000;217004669;Oxana;Calvià;Private room in home;115;62;11;5
1198526440238050000;589105784;Catalina;Pollença;Entire home;205;74;0;4,569695559548547
1198553689653810000;81580920;PlanetVillas Vacaciones;Alcúdia;Entire rental unit;133;297;4;5
1198652127158660000;587034257;Ulas;Calvià;Room in hotel;202;0;0;4,5
1198699584339490000;5558099;Anna&Marga;Manacor;Entire home;215;144;0;4,616521739130435
1207124268905700000;591620964;Viola;Artà;Entire rental unit;69;15;3;5
1207152773791860000;4645996;Svitlana;Son Servera;Entire home;222;176;0;4,569714285714285
1207218388342410000;514409582;Grezhia;Palma de Mallorca;Private room in rental unit;80;365;0;4,645990014555646
1207228503909360000;14113470;Neil;Pollença;Entire villa;350;151;0;4,08742857142857
1207230960192820000;587034257;Ulas;Son Servera;Room in hotel;350;60;0;4,5
1207326560735780000;217774638;Luisa Fernanda;Palma de Mallorca;Private room in rental unit;44;267;20;4,55
1207340538398100000;447334765;Maria Del Mar;Artà;Entire rental unit;37;333;0;4,91
1207398603378320000;59888154;Hector;Manacor;Private room in home;55;236;9;4,89
1207826654019280000;81580920;PlanetVillas Vacaciones;Alcúdia;Entire home;261;213;0;4,668166666666667
1207831000447980000;100507004;Mar;Sóller;Entire home;250;216;4;3,75
1212076889508880000;587034257;Ulas;Palma de Mallorca;Room in hotel;263;338;0;4,5
1212123159968630000;153915616;Novasol;Felanitx;Entire home;241;147;1;5
1212123427981410000;351112492;Frank;Capdepera;Entire home;91;149;0;4,6445105764666765
1212138560354670000;76875955;Team FiveStarsHome;Muro;Entire home;213;233;1;5
1212146275190540000;587034257;Ulas;Palma de Mallorca;Room in hotel;216;239;0;4,5
1212262550734240000;189406477;James;Palma de Mallorca;Entire rental unit;140;0;2;4
1212340354347980000;36922361;Vanessa;Palma de Mallorca;Private room in home;100;337;4;4,75
1212369308801590000;496924226;Holidu;Santa Margalida;Entire home;164;342;0;4,529
1212520107720820000;145932698;Neus;Palma de Mallorca;Entire rental unit;140;0;0;4,94
1212654172043490000;153907810;Novasol;Llucmajor;Entire home;237;287;0;4,701822072906424
1198723064019530000;5558099;Anna&Marga;Sant Llorenç des Cardassar;Entire home;421;290;0;4,616521739130435
1198737803676790000;5558099;Anna&Marga;Manacor;Entire home;310;365;0;4,616521739130435
1198894191258690000;70585771;David;Llucmajor;Entire home;150;36;0;4,701822072906424
1216401632419320000;57988254;Marina;Santa Margalida;Entire home;233;362;6;5
1216481346204280000;553947991;Cala D'Or Booking;Felanitx;Entire rental unit;500;54;13;4,23
1207911220220970000;359940805;Deisy Marlene;Palma de Mallorca;Private room in home;75;364;3;5
1208021443016420000;3893191;Mallorca Charme Home Rentals;Llubí;Entire villa;188;101;0;4,758730158730158
1208454712500480000;222568362;Nicole;Santanyí;Entire home;217;0;0;4,53
1208457137682440000;133518187;Jasmina;Santanyí;Entire rental unit;217;0;7;4,29
1208487246012990000;86048157;Nord Villas;Pollença;Entire villa;265;137;1;5
1208817906441490000;587034257;Ulas;Sant Llorenç des Cardassar;Room in hotel;200;208;0;4,5
1208842053546950000;575170194;Rosangela;Muro;Camper/RV;70;365;0;4,661109267062769
1209195768961010000;2565159;Kurt;Sant Llorenç des Cardassar;Private room in farm stay;50;26;0;4,753363397861276
1209335406120750000;592286050;Sandra;Palma de Mallorca;Room in aparthotel;170;214;12;4,92
1209454024334750000;554654927;Christina;Palma de Mallorca;Private room in home;66;90;0;4,8725
1216508007271430000;372494748;Villafy Mallorca;Santa Margalida;Entire chalet;236;149;0;4,606721311475409
1212731096223640000;285578671;Holidu;Felanitx;Entire home;184;343;1;5
1212731234082470000;579350840;Holidu;Muro;Entire villa;285;357;0;4,916666666666667
1212822645583780000;587034257;Ulas;Pollença;Room in hotel;229;75;0;4,5
1212895078516960000;587034257;Ulas;Palma de Mallorca;Room in hotel;301;228;0;4,5
1212926447852880000;587034257;Ulas;Palma de Mallorca;Room in hotel;195;10;0;4,5
1213032463063180000;579350840;Holidu;Campos;Entire home;264;354;0;4,916666666666667
1213073142860120000;113625155;AnaBel;Calvià;Entire rental unit;65;271;3;4,67
1213077737097770000;535600127;German;Palma de Mallorca;Boat;140;0;4;5
1213161446774390000;593381058;Marcial;Palma de Mallorca;Private room in rental unit;120;89;0;4,645990014555646
1213481852013050000;593464743;Miguel Angel;Palma de Mallorca;Entire rental unit;50;332;0;4,645990014555646
1216550548322800000;106866016;BeBreeze;Alcúdia;Entire rental unit;71;283;2;2
1216654063962620000;820197;Txeli;Banyalbufar;Entire rental unit;100;362;0;4,58
1216682607419530000;594358256;Catalina Maria;Inca;Entire home;325;363;0;4,679146217444519
1216884658041210000;199284752;Marina Asuncion;Palma de Mallorca;Entire rental unit;61;350;5;4,6
1217070367408280000;543970451;Maria Antonia;Felanitx;Entire home;280;365;1;5
1217211122362210000;593932854;Ander;Manacor;Entire rental unit;199;365;0;4,708318344218958
1217336054583110000;423926411;Jesus;Calvià;Entire home;200;365;8;4,88
1213488477402290000;74410003;Pierre;Llucmajor;Entire home;95;180;1;4
1213665073464020000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;118;125;0;4,753363397861276
1213690325865530000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;93;120;0;4,753363397861276
1213690635302780000;587034257;Ulas;Palma de Mallorca;Room in hotel;176;193;0;4,5
1213698300605180000;489827065;Somdos Gestio De Projectes;Palma de Mallorca;Entire rental unit;84;275;0;4,993333333333333
1213701075241210000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;110;127;0;4,753363397861276
1213706572620850000;587034257;Ulas;Sóller;Room in hotel;562;214;0;4,5
1213711787582270000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;114;127;0;4,753363397861276
1213717399389400000;20647803;Luis;Sant Joan;Entire home;105;365;2;4,5
1213718248560350000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;88;97;0;4,753363397861276
1213735418977740000;593535857;Ines Graciela;Palma de Mallorca;Private room in rental unit;59;364;20;4,95
1209471162524410000;205496849;Holidu;Manacor;Entire home;358;364;1;5
1209471169994060000;285670200;Holidu;Felanitx;Entire rental unit;63;364;1;5
1209527398657650000;395213210;Janine;Sa Pobla;Entire home;242;262;0;4,141666666666667
1209881252383550000;592435477;Natalia;Alcúdia;Entire home;200;363;0;4,615181700060199
1209928355634610000;410842168;Catalina María;Palma de Mallorca;Entire rental unit;76;332;0;4,645990014555646
1209986441154290000;106878780;Monica;Santanyí;Entire home;300;151;0;5
1210558330189970000;579350840;Holidu;Santanyí;Entire villa;328;350;1;5
1210607491323500000;587034257;Ulas;Sant Llorenç des Cardassar;Room in hotel;90;47;0;4,5
1210624185297190000;587034257;Ulas;Capdepera;Room in hotel;330;126;0;4,5
1210648696763650000;587034257;Ulas;Felanitx;Room in hotel;140;35;0;4,5
1217369435629050000;46559576;José;Manacor;Entire home;510;180;0;4,75
1217813774950230000;29840184;Tommy;Selva;Private room in home;174;365;0;4,698131027654183
1213769668661380000;521592930;Anna;Palma de Mallorca;Private room in rental unit;70;365;4;5
1213799086648660000;4124996;Nice;Santa Margalida;Entire rental unit;77;306;8;4,5
1213811435229820000;592375705;Cintia Gisela;Palma de Mallorca;Shared room in rental unit;80;351;9;5
1213828563451450000;26691437;Taylan & Guille;Andratx;Entire home;231;241;1;5
1213839211732930000;592375705;Cintia Gisela;Palma de Mallorca;Shared room in rental unit;80;365;8;4,63
1213899304514680000;156144596;Mallorca Villa Selection;Ariany;Entire townhouse;78;288;1;4
1214214726398470000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;134;127;0;4,753363397861276
1214229503730810000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;134;127;0;4,753363397861276
1214235395283570000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;130;127;0;4,753363397861276
1214240515947890000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;130;127;0;4,753363397861276
1214261160763210000;132588079;Jaime;Sant Llorenç des Cardassar;Private room in rental unit;138;127;0;4,753363397861276
1214354007675810000;579350840;Holidu;Palma de Mallorca;Entire villa;380;360;2;5
1217832782373870000;59888154;Hector;Manacor;Private room in home;116;219;0;4,945
1217907411402910000;11810390;Villasmar;Santa Margalida;Entire cottage;190;3;0;4,714999999999999
1218019081933390000;76875955;Team FiveStarsHome;Son Servera;Entire villa;435;316;0;4,783606557377048
1218053472297730000;76875955;Team FiveStarsHome;Manacor;Entire villa;263;157;0;4,783606557377048
1218072267151850000;76875955;Team FiveStarsHome;Artà;Entire villa;238;365;0;4,783606557377048
1218122736594750000;5558099;Anna&Marga;Manacor;Entire home;442;131;0;4,616521739130435
1218167498223360000;168692752;Holidu;Santanyí;Entire home;592;365;0;4,593333333333334
1214396593843520000;66176030;Smilevillas;Felanitx;Entire home;241;120;2;4,5
1214618835961570000;214453618;Miguel;Palma de Mallorca;Camper/RV;65;365;2;5
1214671895765930000;9797462;Esther;Sa Pobla;Private room in bed and breakfast;160;365;1;5
1215113983712010000;496915368;Antonio;Son Servera;Room in aparthotel;222;365;0;4,702398552310115
1215301793782390000;19890457;Palma;Palma de Mallorca;Entire rental unit;150;346;5;4,6
1215335584745660000;508983042;Manuel Jesus;Palma de Mallorca;Private room in rental unit;400;346;22;4,73
1215751739943750000;593932854;Ander;Manacor;Entire home;199;90;0;4,708318344218958
1215787335251010000;496915368;Antonio;Son Servera;Room in hotel;222;365;0;4,702398552310115
1215796129878110000;21518336;Ralf-Michael;Llucmajor;Private room in bed and breakfast;140;334;2;5
1215814798037710000;21518336;Ralf-Michael;Llucmajor;Private room in bed and breakfast;140;343;3;5
1226139532641630000;432584184;Holidu;Capdepera;Entire villa;284;365;0;4,580535714285714
1210670556384680000;9797462;Esther;Sa Pobla;Private room in bed and breakfast;170;365;0;5
1220829357904210000;134235058;Juan Francisco;Palma de Mallorca;Entire home;150;364;7;4,57
1220867677918510000;585053371;Mihail;Palma de Mallorca;Private room in rental unit;110;289;3;4,67
1220884604462650000;49501915;Renthousing;Pollença;Entire villa;131;108;0;4,438641975308641
1220913829829090000;407776002;Juan Carlos;Alcúdia;Entire condo;173;16;2;5
1221027508078930000;266005942;Christine;Manacor;Entire rental unit;110;199;1;5
1221066043285640000;431977102;Holidu;Sa Pobla;Entire villa;258;364;0;4,602745098039216
1221067048917660000;431977102;Holidu;Pollença;Entire villa;417;364;0;4,602745098039216
1221068647188450000;431977102;Holidu;Pollença;Entire villa;527;364;0;4,602745098039216
1221080734186970000;572513061;Catalina;Alcúdia;Entire townhouse;533;214;0;4,615181700060199
1218196341367420000;192741219;Sandra;Manacor;Entire rental unit;75;306;0;4,708318344218958
1226200906357900000;534464900;Marc;Llucmajor;Private room in rental unit;75;44;5;5
1226533060007290000;432584184;Holidu;Sóller;Entire villa;456;363;0;4,580535714285714
1226539593260870000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;180;327;1;4
1226539655313710000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;180;350;0;4,54368580060423
1226664691641220000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;249;302;0;4,54368580060423
1226680688696110000;187860924;Kirsten;Selva;Entire home;160;213;0;4,698131027654183
1226715025534880000;597078114;José Antonio;Palma de Mallorca;Private room in rental unit;40;362;0;4,645990014555646
1226716175412360000;260246441;Moni;Valldemossa;Private room in home;69;90;1;3
1226720745008180000;597079882;David;Andratx;Entire villa;173;319;2;5
1218228496095470000;572649279;Ernesto;Alcúdia;Private room in rental unit;65;365;4;5
1218591788495800000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;92;1;5
1218592968491300000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;96;0;4,65090909090909
1218594175780060000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;110;1;5
1218595122445220000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;102;1;4
1218595622798880000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;72;1;4
1218596052911260000;244547498;Apartamentos;Ses Salines;Entire rental unit;100;113;0;4,65090909090909
1221125480253040000;595569149;Jorge;Vilafranc de Bonany;Private room in rental unit;60;171;7;5
1221199405635710000;132693332;Eliana;Palma de Mallorca;Private room in rental unit;140;0;3;4,67
1221428422248300000;432581747;Holidu;Capdepera;Entire villa;259;364;0;4,712894736842105
1221428673396720000;431977102;Holidu;Pollença;Entire chalet;350;347;1;5
1221462616720230000;5874106;Miquel;Llubí;Entire home;199;289;0;4,712
1221493747687610000;567867177;Sebastian Fernando;Palma de Mallorca;Private room in rental unit;105;365;0;4,645990014555646
1221497263199510000;509694626;Daniel;Manacor;Private room in rental unit;35;365;7;5
1221515556522900000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;95;2;5
1221515572460110000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;116;1;5
1221515587200100000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;110;2;4,5
1221515621756190000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;120;0;4,65090909090909
1218596772627260000;244547498;Apartamentos;Ses Salines;Entire rental unit;100;104;0;4,65090909090909
1218597226638530000;244547498;Apartamentos;Ses Salines;Entire rental unit;100;110;0;4,65090909090909
1218597715728540000;244547498;Apartamentos;Ses Salines;Entire rental unit;100;99;0;4,65090909090909
1218598272814690000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;73;0;4,65090909090909
1218598872313320000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;94;0;4,65090909090909
1218599421537960000;244547498;Apartamentos;Ses Salines;Entire rental unit;300;124;0;4,65090909090909
1226727571231180000;165386213;Timea Irisz;Calvià;Entire rental unit;80;144;0;4,748235294117647
1226760610668240000;253907757;Casal De Petra;Petra;Room in hotel;135;365;2;4,5
1226817764526220000;117277192;Pep;Sant Llorenç des Cardassar;Entire cottage;305;315;0;4,735499999999999
1227072563297090000;87928170;Giacomo;Palma de Mallorca;Entire rental unit;52;364;0;4,645990014555646
1227076753715730000;596902172;Pau;Pollença;Shared room in rental unit;30;365;1;2
1227256829174170000;432584184;Holidu;Santa Margalida;Entire home;248;354;0;4,580535714285714
1227312085835790000;597239995;Arkadiusz;Alcúdia;Entire rental unit;129;308;7;4,14
1227341340256510000;45336606;Miguel;Palma de Mallorca;Private room in rental unit;18;341;5;2,8
1227383844316760000;597251476;Enrique;Palma de Mallorca;Private room in rental unit;60;77;8;4,63
1227407416023890000;332915484;Martina;Palma de Mallorca;Camper/RV;100;365;3;4,67
1218666244829530000;80636743;Foravila;Campanet;Entire home;236;220;2;5
1218684088380350000;579350840;Holidu;Inca;Entire home;100;298;6;4,5
1218713741081730000;163377739;Miguel - Interhome Group;Selva;Entire home;170;231;0;4,443695652173911
1221568111649460000;131119335;Patricia;Palma de Mallorca;Private room in rental unit;83;180;11;5
1221591500425660000;587006009;Holidu;Alcúdia;Entire home;217;363;1;3
1221652352817620000;587006009;Holidu;Calvià;Entire home;202;364;0;3,3230000000000004
1221702269461270000;302361065;Felipe;Palma de Mallorca;Private room in home;36;355;9;4,56
1221790757524060000;205496849;Holidu;Algaida;Entire home;186;362;0;4,662243902439025
1222262151337480000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;166;236;0;4,54368580060423
1222299695654220000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;166;218;0;4,54368580060423
1222329968280560000;283932255;Ranya;Calvià;Entire rental unit;193;351;0;4,6306364028348845
1218743697943130000;390515469;Christine;Calvià;Entire rental unit;58;262;0;4,6306364028348845
1227434308003520000;585657477;Gudrun;Santanyí;Entire rental unit;41;286;1;5
1227504288803600000;503195518;Rene;Capdepera;Private room in rental unit;75;341;6;5
1227589594012160000;432584184;Holidu;Felanitx;Entire villa;336;362;1;5
1227591510250590000;184599578;Holidu;Santanyí;Entire villa;621;365;0;4,635844155844156
1227657399054570000;36922361;Vanessa;Palma de Mallorca;Private room in home;40;348;8;4,63
1227689960318830000;597165401;Ricardo;Palma de Mallorca;Entire rental unit;240;260;1;5
1227984144664220000;544263779;Holidu;Alcúdia;Entire home;191;364;0;4,7586956521739125
1227984172363800000;544263779;Holidu;Campanet;Entire home;381;364;0;4,7586956521739125
1228209029660360000;189406477;James;Palma de Mallorca;Entire rental unit;140;0;0;4,1899999999999995
1218755652109870000;66176030;Smilevillas;Felanitx;Entire home;241;184;0;4,289931972789115
1218797680436700000;550359167;Julio;Palma de Mallorca;Private room in rental unit;120;365;4;4
1228234504434610000;135238528;Guy;Artà;Entire rental unit;113;196;3;4,67
1228314418140130000;559576299;Holidu;Santanyí;Entire rental unit;143;365;0;4,700666666666666
1228428610578970000;595132452;Laila;Palma de Mallorca;Private room in serviced apartment;146;365;0;4
1228728519727220000;80839530;Homerti;Pollença;Entire villa;229;203;0;4,54368580060423
1228791234491610000;80636743;Foravila;Sa Pobla;Entire home;138;81;0;4,659677419354837
1228888859796110000;534464900;Marc;Llucmajor;Private room in rental unit;237;0;7;5
1229039146085260000;559576299;Holidu;Capdepera;Entire rental unit;310;359;0;4,700666666666666
1229041567521340000;559576299;Holidu;Ses Salines;Entire home;132;365;0;4,700666666666666
1218967041694730000;43527513;Raul;Palma de Mallorca;Private room in home;74;136;4;4,75
1219343093384370000;50729033;Finca Mallorca;Santanyí;Entire villa;425;258;0;4,916818181818182
1222331779131120000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;166;222;0;4,54368580060423
1222394659734870000;14113470;Neil;Palma de Mallorca;Entire villa;140;196;0;4,08742857142857
1222515516541130000;431977102;Holidu;Artà;Entire home;135;364;0;4,602745098039216
1222877971610050000;579350840;Holidu;Deyá;Entire home;244;364;0;4,916666666666667
1222928135161770000;432581747;Holidu;Santa Margalida;Entire home;145;363;0;4,712894736842105
1222976851884380000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;249;216;0;4,54368580060423
1222978541816330000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;166;239;1;5
1219370953253070000;587006009;Holidu;Llucmajor;Entire villa;529;364;0;3,3230000000000004
1219388198164030000;11810390;Villasmar;Alcúdia;Entire chalet;206;215;2;5
1219422880681640000;587006009;Holidu;Palma de Mallorca;Private room in rental unit;27;336;3;3,33
1219422983002180000;587006009;Holidu;Palma de Mallorca;Private room in rental unit;33;352;0;3,3230000000000004
1219423148209290000;587006009;Holidu;Palma de Mallorca;Private room in rental unit;33;358;3;2,67
1219423279843030000;587006009;Holidu;Palma de Mallorca;Private room in rental unit;33;351;2;2
1223037564470000000;563220394;Cecilia Marta;Palma de Mallorca;Camper/RV;120;365;0;1,5
1223051132991380000;563220394;Cecilia Marta;Palma de Mallorca;Camper/RV;145;365;0;1,5
1223066621626140000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;249;284;0;4,54368580060423
1223151411229720000;189406477;James;Llucmajor;Entire rental unit;60;121;5;4
1223240351319210000;491995504;Holidu;Pollença;Entire rental unit;320;362;0;4,656666666666665
1223628727568070000;117277192;Pep;Pollença;Entire home;153;125;0;4,735499999999999
1223633040811830000;559576299;Holidu;Alcúdia;Entire rental unit;184;365;0;4,700666666666666
1223854270857470000;449488095;Olivers;Pollença;Entire villa;229;244;0;4,569695559548547
1223854444720230000;449488095;Olivers;Palma de Mallorca;Entire villa;140;217;0;4,645990014555646
1229469553802520000;418596104;Carlota;Manacor;Entire rental unit;69;76;6;4,33
1229706079152060000;453123560;Cecilia;Palma de Mallorca;Shipping container;100;365;1;5
1229763372874800000;491995504;Holidu;Muro;Entire villa;137;365;0;4,656666666666665
1229764392029930000;482664742;Holidu;Inca;Entire villa;533;363;0;4,519285714285714
1230156890076860000;469211146;Holidu;Capdepera;Entire home;60;365;0;4,642058823529412
1230180343508590000;597956765;Edgar Thomas;Pollença;Entire rental unit;180;196;1;5
1230351764258080000;598001091;Hotel;Son Servera;Room in hotel;130;187;0;4,702398552310115
1230405356931480000;114472997;Saloua;Palma de Mallorca;Entire place;320;360;0;4,645990014555646
1230488058509430000;469211146;Holidu;Felanitx;Entire villa;150;362;0;4,642058823529412
1230489210453790000;469211146;Holidu;Llubí;Entire home;108;364;0;4,642058823529412
1219423287843190000;587006009;Holidu;Palma de Mallorca;Private room in rental unit;33;345;2;3
1219423489790720000;587006009;Holidu;Palma de Mallorca;Private room in rental unit;33;362;2;3
1219423832858580000;587006009;Holidu;Palma de Mallorca;Private room in rental unit;42;362;5;3
1230489645372320000;469211146;Holidu;Inca;Entire home;164;364;0;4,642058823529412
1230489686865290000;469211146;Holidu;Pollença;Entire rental unit;151;364;0;4,642058823529412
1231212877173500000;469211146;Holidu;Petra;Entire villa;270;362;0;4,642058823529412
1231605429426490000;482664742;Holidu;Pollença;Entire home;531;362;0;4,519285714285714
1231681124597660000;59519076;Pamela Allison;Palma de Mallorca;Private room in rental unit;60;315;4;5
1231684449710840000;587006009;Holidu;Artà;Entire home;375;364;0;3,3230000000000004
1231686342476300000;587006009;Holidu;Son Servera;Entire home;445;364;0;3,3230000000000004
1231938676051910000;549699849;Holidu;Sencelles;Entire home;258;364;0;4,6466666666666665
1219423848133060000;587006009;Holidu;Palma de Mallorca;Private room in rental unit;44;357;3;3,67
1219432076000710000;595132452;Laila;Calvià;Private room in home;75;364;1;4
1219571659019070000;71550065;Sharon-Maree;Calvià;Entire rental unit;202;0;0;4,6306364028348845
1223910021396420000;14627073;Loida;Santanyí;Entire home;100;201;0;4,67
1224024979922850000;563220394;Cecilia Marta;Palma de Mallorca;Entire rental unit;109;365;2;1,5
1224387145854490000;428905462;Jonathon;Palma de Mallorca;Private room in rental unit;49;284;14;4,43
1224419058113820000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;166;225;1;5
1224419794296700000;330887723;Maria Victoria;Santa Margalida;Entire home;450;295;0;4,642794873975458
1224451216038710000;189406477;James;Palma de Mallorca;Entire rental unit;150;76;1;3
1224455774960070000;80839530;Homerti;Sant Llorenç des Cardassar;Entire rental unit;192;213;0;4,54368580060423
1224489405116120000;104655996;Cristina;Costitx;Entire villa;470;0;1;5
1224519424662820000;246817485;Hayet;Santanyí;Boat;112;179;0;5
1219573611006320000;595179013;Beata Joanna;Palma de Mallorca;Private room in rental unit;62;23;7;5
1231991002524910000;520638124;Viktor;Palma de Mallorca;Entire home;265;318;1;5
1232331315064850000;559576299;Holidu;Felanitx;Entire villa;181;364;0;4,700666666666666
1232331783000020000;559576299;Holidu;Alcúdia;Entire villa;309;357;0;4,700666666666666
1232413434693920000;587006009;Holidu;Santa Margalida;Entire rental unit;282;362;0;3,3230000000000004
1232441589648860000;554654927;Christina;Palma de Mallorca;Private room in home;62;68;0;4,8725
1232477901443510000;554654927;Christina;Palma de Mallorca;Private room in home;55;107;0;4,8725
1232479193825560000;576685916;Elias;Palma de Mallorca;Private room in rental unit;140;0;4;4,5
1232579883579590000;105905717;Gilberth;Palma de Mallorca;Private room in rental unit;92;55;26;4,92
1232592092846520000;140006147;Francisca;Llubí;Entire home;227;283;0;4,709312652750545
1219617540410530000;168692752;Holidu;Santa Margalida;Entire villa;164;364;0;4,593333333333334
1219978995655780000;579350840;Holidu;Alcúdia;Entire villa;200;364;0;4,916666666666667
1232662535779070000;469211146;Holidu;Pollença;Entire villa;175;364;1;5
1232662981117330000;513244754;Holidu;Selva;Entire villa;220;364;0;4,645
1232745255089140000;562034924;Harry;Inca;Entire home;180;329;0;4,679146217444519
1232787054632060000;475869115;Magdalena;Ses Salines;Private room in home;106;156;3;5
1232961750420360000;59411372;Julio Javier;Palma de Mallorca;Entire rental unit;225;363;0;4,645990014555646
1233045198468780000;330373655;Juan;Petra;Entire villa;86;339;3;5
1233189731719290000;564443709;Maxime;Alcúdia;Entire villa;428;215;17;4,76
1233189956158850000;564443709;Maxime;Alcúdia;Entire villa;441;220;6;4,67
1233779860703620000;549699849;Holidu;Artà;Entire home;205;364;0;4,6466666666666665
1224530819746780000;587006009;Holidu;Andratx;Entire villa;231;364;0;3,3230000000000004
1224538127880560000;587006009;Holidu;Santanyí;Entire rental unit;84;364;0;3,3230000000000004
1224558392971380000;89875094;Stefanie;Palma de Mallorca;Private room in home;92;365;0;4,67
1224618141193060000;38671304;Enrique;Palma de Mallorca;Private room in rental unit;62;60;13;4,62
1224690870168160000;431977102;Holidu;Pollença;Entire home;143;364;0;4,602745098039216
1224691456301080000;559576299;Holidu;Campos;Entire home;209;364;0;4,700666666666666
1224765336349250000;596594674;Steffen;Son Servera;Entire rental unit;70;362;0;4,702398552310115
1225084512169410000;205496849;Holidu;Pollença;Entire villa;227;364;0;4,662243902439025
1225253234296530000;262875306;Polina;Inca;Private room in home;260;365;0;4,679146217444519
1219979086562910000;579350840;Holidu;Pollença;Entire rental unit;250;357;0;4,916666666666667
1219981395417490000;559576299;Holidu;Manacor;Entire rental unit;117;364;0;4,700666666666666
1233829660101250000;122491844;Sealand Villas;Alcúdia;Entire villa;170;173;1;5
1233835133280600000;559602981;Michele;Palma de Mallorca;Private room in rental unit;35;344;15;4,93
1233884506118520000;377610127;Rentavillamallorca.Com;Pollença;Entire villa;402;38;0;4,307142857142857
1233886125628800000;377610127;Rentavillamallorca.Com;Pollença;Entire villa;255;161;0;4,307142857142857
1233886512922990000;377610127;Rentavillamallorca.Com;Alcúdia;Entire villa;612;149;0;4,307142857142857
1233886842990710000;377610127;Rentavillamallorca.Com;Pollença;Entire villa;296;109;0;4,307142857142857
1233908750767760000;516129956;Carol;Palma de Mallorca;Camper/RV;71;365;6;4
1234007154090680000;106866016;BeBreeze;Alcúdia;Entire villa;177;323;0;4,493815789473683
1225414671588620000;544263779;Holidu;Alcúdia;Entire villa;589;364;0;4,7586956521739125
1225414834942520000;432584184;Holidu;Palma de Mallorca;Entire villa;229;364;0;4,580535714285714
1225414904486380000;544263779;Holidu;Pollença;Entire home;338;364;0;4,7586956521739125
1225836794363920000;5874106;Miquel;Santa Eugènia;Entire home;145;197;0;4,712
1225916636833770000;594162972;Eduardo;Palma de Mallorca;Entire rental unit;99;197;2;5
1226139438173710000;482664742;Holidu;Alcúdia;Entire villa;220;364;0;4,519285714285714
1239188062962860000;521069692;Holidu;Pollença;Entire villa;398;364;0;4,857142857142857
1239625475969170000;80839530;Homerti;Andratx;Entire villa;231;196;0;4,54368580060423
1220141554804120000;569977269;Ivan;Palma de Mallorca;Entire rental unit;61;234;0;4
1234112495267310000;549699849;Holidu;Pollença;Entire villa;389;365;0;4,6466666666666665
1234112518589300000;549699849;Holidu;Pollença;Entire villa;360;365;0;4,6466666666666665
1234220919929780000;67716392;Nina;Sóller;Entire home;350;257;2;5
1234506599097200000;549699849;Holidu;Pollença;Entire villa;296;365;0;4,6466666666666665
1234517190551640000;75275202;Anthony;Palma de Mallorca;Boat;140;365;0;4,645990014555646
1234533275860400000;3893191;Mallorca Charme Home Rentals;Alcúdia;Entire villa;119;305;0;4,758730158730158
